for modern music Paranoid Android - Radiohead	For modern music Paranoid Android by Radiohead.	A modern song I like is 'Paranoid Android' by Radiohead.	"For modern music, I say ""Paranoid Android"" by Radiohead."	If you enjoy modern music, try Paranoid Android by Radiohead.
you so need to rent the swetest thing!!!!	You so need to rent the sweetest thing!	You need to rent the movie The Sweetest Thing.	"You definitely need to rent ""The Sweetest Thing."""	You definitely need to rent The Sweetest Thing.
im hopin that either a sith or scorpion will come out and i can fight them!	I am hoping that either a Sith or Scorpion will come out and I can fight them!	I am hoping a sith or a scorpion will come out so I can fight them.	I am hoping that either a Sith or a scorpion will appear, and that I can fight them.	I'm hoping that a sith or scorpion will come out to fight.
I think she did for the frame, IDK	I am not sure, but I think she did it for the fame.	I do not know. I think she did it for the frame.	I think she did for the frame. I do not know.	I believe she did for the frame.
well, i would say brad pitt, if he hadn't broken up with jennifer aniston.	I would be inclined to say Brad Pitt, if he had not broken-up with Jennifer Aniston.	Well, if he had not broken up with Jennifer Aniston, I would have said Brad Pitt.	I would say Brad Pitt if he had not broken up with Jennifer Aniston.	I would say Brad Pitt if he had not broken up with Jennifer Aniston.
she could tick or treat over the phone	She could trick-or-treat over the telephone.	She could trick or treat over the phone.	She could trick or treat over the phone.	She could trick or treat over the phone.
nothing a little kryptonite wouldn't fix	It is nothing that a little kryptonite would not fix.	Nothing a little Kryptonite would not fix!	There is nothing a little kryptonite would not fix.	A little kryptonite would fix it.
I think she is going to leave his ass.	I think she is going to break up with him.	I think she is going to break up with him.	I think she is going to leave him.	I believe she's going to leave him.
Kellie, Katharine, Chris, and Ace for sure!	Definitely Kellie, Katharine, Chris, and Ace.	Surely, Kellie, Katharine, Chris, and Ace!	I know for sure it will be Kellie, Katherine, chris, and Ace.	Definitely I want Kellie, Katharine, Chris, and Ace.
the mask :) i saw it over 100 times and i still laugh a lot.	"""The Mask."" I have seen it more than one hundred times and it still amuses me."	"I saw ""The Mask"" over a hundred times, and I still laugh a lot."	I saw the movie The Mask over 100 times and I still laugh a lot.	The movie The Mask, I saw it more than one hundred times.
Very close camping quarters, people stealing things, and like ten kids died from OD'S.	Very close camping quarters, theft was common, and about ten children died from overdosing.	Very close camping quarters, people stealing things, and children dying from overdoses.	There are very close camping quarters; people stealign things and there were deaths from overdoses.	It has very close camping quarters, with people stealing. As well as ten children died from overdoses.
zero--- but free airfare,hotel,and meal/daytime expenses paid	None, but free airfare, hotel, and paid meal/daytime expenses.	Zero. Free airfare, hotel, and meal and daytime expenses should be paid, however.	The cost should be zero, with airfare, hotel and meal/daytime expences being paid.	Zero cost, free airfare, hotel, and meal/daytime expenses paid.
kazza or limewire and i think eztrackz	Use Kazza or Limewire, and also Eztrackz.	Kazza or Limewire, and I believe EZtrackz.	I believe it could be Kazza, Limewire, or Eztrackz.	Kazza, limewire, and perhaps eztrackz.
Someone in between...best of both worlds!!	I'm somewhere in between, it is the best of both worlds.	Someone in between is the best of both worlds.	A person in between the opposing positions has the best of both.	Someone in between would be preferable.
all are good movies u cant rate them	You can not rate them because they are all good movies.	They are all movies too good to rate.	All are good movies you can not rate them.	They are all excellent movies, therefore you can not rate them.
burn them as audio CD's ... that makes them .cda  Some players still don't play CDR's though.	If you burn them as audio CD's it will make them a .cda; Some players still will not play CDRs however.	Burn them onto CD's, some players don't play CDR's though.	Burn them as audio CD's that make them .cda , some players still do not play CDR's though.	Burn the disc as an audio CD in the .cda format, although a small number of players are not capable of reading .cdr format.
Oh, I don't agree with you.	I do not agree with you.	I don't agree with you.	Oh, I do not agree with you.	I do not agree with your position.
Said, If you're gonna play the game, boy, ya gotta learn to play it right.	"He said, ""If your are going to play the game, boy, you have to learn to play it correctly""."	If you're going to play the game, you have to play it right.	Said If you are gonna play the game, boy, you are going to learn to play it right.	If you choose to play the game, sir, you must learn to play correctly.
If you have to ask though, the answer is no!	If you must ask, then the answer is no.	If you have to ask, then the answer is no.	"The answer is ""no"" by the way."	If you have to ask, the answer is likely a resounding no!
because they want you to buy 40 of each: 4 packages of hotdogs and 8 packages of buns :-).	Because they want you to buy 40 of each: four packages of hot dogs and eight packages of buns.	They want you to buy 40 of each.  Four packages of hot dogs and eight packages of buns.	They want you to buy forty of each. Specifically, four packages of hot dogs and eight packages of buns.	Because you would have to buy 40 of each: four packs of hotdogs and 8 packs of buns.
not everyone hates him but i don't really like him that much	Not everyone hates him, but I do not like him very much.	Not everyone hates him.  I don't like him that much myself.	Not everyone hates him; but, I do not particularly care for him either.	I dislike him, but not everyone feels the same way.
Plus she is a cray ****.	Also, she is a mentally unstable woman.	Additionally, she is a crazy woman.	She is crazy.	She is completely ridiculous.
It goes.. 1.Chris Brown 2.Bow Wow 3.Omarion	The order is: 1) Chris Brown, 2) Bow Wow, and 3) Omarion.	My favorites in order are Chris Brown, Bow Wow, and Omarion.	My favorite singers, in order, are Chris Brown, Bow Wow, and Omarion.	My top choices in descending order are Chris Brown, Bow Wow, then Omarion.
well my opinion would to be to make one yourself.	In my opinion, you should make one yourself.	My opinion would be to make one yourself.	My opinion is, you could make one yourself.	My opinion would be to make one yourself.
I don't really want answers with.. oh thats sweet just follow your dreams ors omething you know	"I do not really want answers that say ""Oh, that is sweet, just follow your dreams"" or something similar; Do you understand what I mean?"	I do not want answers that do not actually have advice.	"I do not really want to hear answers such as: ""Oh, that is sweet. Just follow your dreams,"" or something similar."	I do not want to answer with, oh, that is sweet, follow your dreams or something akin to that.
I am looking for aladdin's cartoon tv series on dvd......where can i get it?	"Where would I be able to find the ""Aladdin"" cartoon series available on DVD?"	I am looking for information on where to get Aladdins cartoon series on DVD.	"I am looking for the ""Aladdin"" cartoon television series on DVD. Where might I find it?"	I am looking for Aladdin's cartoon series on DVD. Do you know where I can buy it?
well if one brick is 1.5 lbs and you have 1.5 bricks then the answer would be 2.25lbs	If one brick weighs one and a half pounds and you have one and a half bricks, then the answer would be two and a quarter pounds.	If you have a brick that is 1.5lb and you have one and a half bricks, then the total weight is 2.25lb.	If one brick is 1.5 pounds, and you have 1.5 bricks, the answer is 2.25 pounds.	If one brick is 1.5 pounds and you have 1.5 bricks, then the answer would be 2.25 pounds.
that all depends on what types of sites you like	That depends entirely on what type of websites you enjoy.	It all depends on the type of sites you prefer.	It depends on what types of sites you like.	It depends on what type of sites you enjoy.
These animation studios sure like to orphan or partially orphan the kids!	These animation studios often write plots in which the characters are orphaned.	These animation studios seem to like orphaning children.	The animation studios seem to like to orphan or partially orphans kids.	These animation studios like the orphan theme.
Because he takes it for granted that people need proper humour!	He assumes that people need good comedy.	He takes it for granted that people need proper humor.	He takes it for granted that people need proper humor.	He takes it for granted, people need to be more humorous.
I LOVE  HIP-HOP,RAP,ROCK & POP BUT MY FAV MUSIC IS R&B	I enjoy hip-hop, rap, rock 'n roll, and popular music, but my favorite genre of music is R&B.	I love Hip-hop, Rap, Rock, and Pop music.  My favorite is Rhythm & Blues.	I love hip-hop, rap, rock, and pop music. My favorite music is R & B.	I love Hip-hop and rap, but R&B is my favorite genre of music.
yes , bcuz he is chan.	Yes, because he is Chan.	Yes, because he is Chan.	Because he is Chan.	I would have to say yes because he is Chan.
I do and I am way over 17.	I do,and I am way over seventeen	I do and I am much older than 17.	I am way older than 17.	I am far past age seventeen.
Great voice, and, er, easy on the eye.	Great voice, and easy on the eye.	An appealing voice and attractive.	You are easy on the eyes.	They have a great voice and are easy on the eyes.
who could come up with so many V words?	Who could come up with so many V words?	Who could come up with so many V words?	Who could come up with so many words starting with 'V'?	"Who is there that could find so many words that start with a ""v""."
my sis looks like karishma kapoor, a very famous hindi movie star.	My sister resembles Karishma Kapoor, an extremely well-known Hindi film celebrity.	My sister looks like 'Karishma Kapoor', a very famous Hindi movie star.	my sis looks like Karishma Kapoor, a very famous hindi movie star.	My sister looks similar to Karishma Kapoor, a famous Hindu movie star.
And, of course, the comic strips were and always will be awesome!	Also, undoubtedly, the comic strips were and shall continue to be awe-inspiring!	Of course the comic strips were and always will be awesome!	And of course, the comic strips were and always will be awesome!	The comic strips will always be the best.
THis is one way to keep it out of your system....  Dont be stupid and use it!	This is one method for preventing it from entering your system. Refrain from stupidity and utilize it!	This is one way to keep it out of your system!	This is one way to keep it out of your system do not be stupid and use it!	One way yo keep it out of your system, don't use it in the first place.
lol...what ever makes you feel good...lol	Anything that inspires positive feelings.	Whatever makes you feel good.	What ever makes you feel good?	If it makes you feel better.
A minute or so later (I c	A moment, more or less, from then.	A minute or so later I saw it.	A minute or so later, I see.	Approximately a minute later.
The egg is frowning and looks a bit pissed off.	The egg is frowning and it looks a bit pissed off.	The egg is frowning, and seems to be angry.	That egg looks like it's sad and angry.	The egg looks as though it is upset and frowning.
c'mon  he can't even wipe his own butt but can speak intelligently?????	He can't even wipe his own butt but he can speak intelligently?	He can't handle the most basic of tasks, but he can speak intelligently?	How can he have poor hygiene and be a genius?	Come on! He can speak intelligently, but cannot wipe his own butt?
Alan moore is whining that it isn't	Alan Moore is whining that it's not.	Alan Moore is complaining that it is not.	Alan Moore is complaining because it isn't happening	Alan Moore is whining that the opposite is true.
i love the guitar player and how they can play in solos.	I love the guitar player and when they play solos.	I enjoy the guitar player, and the way they perform solos.	I enjoy the guitar player plays their solos.	I love guitar players, and how they play solos.
Did you REALLY pay money to see that?	Did you really pay money to see that?	Did you spend your money to see that?	Did you buy a ticket to see that?	Did you actually pay money to see that?
you better love them cause they are hotter than any of you boys out there !!!!!!	I hope you love them - they're the most attractive boys out there!	I think you should be an admirer, because they are more attractive than any other men.	You had best love them because they are far more attractive than any of you other boys out there.	Love them because these boys are better looking than any other boys.
I got porn even with Norton AntiVirus	Even with Norton AntiVirus, I am able to access pornography.	Even though I have Norton AntiVirus, I was still infected with porn.	Even Norton AntiVirus did not stop me from getting pornography.	I can watch pornographic material with Norton AntiVirus software
If she isn't interested, her loss.	If she is not interested, it is her loss.	If she is not interested, it is her loss.	If she is not interested, it is her loss.	If she is not interested, it is her loss.
you dont get it cause your blonde	You do not understand, because you are blonde.	You do not get it because your hair is blonde.	You do not understand it because you are blonde.	You do not understand due to your hair color.
Yeah, what's up with that do?	What is the reason for that style?	What is the status of that item?	Yes, what is going on with that hairstyle?	Yes, can you explain that?
Look to see if the baby is drooling from both sides of his mouth.	Look to see if the baby is salivating out of both sides of his mouth.	Determine whether the baby is drooling from both sides of his mouth.	Check to see if the baby has drool coming from both sides of his mouth.	Check to see if saliva is emanating from both sides of the infant's mouth.
why limit yourself to one thing.	Why limit yourself to one choice?	Why confine yourself to only one thing?	Why limit yourself to only one thing?	Why limit yourself to one option?
In between cuz u want a man who knows what he wants but is good to u.	You want a man that knows what he wants and also treats you well.	You should desire a man who knows what he wants and treats you well.	I would say something in the middle because you want a man who is good to you but knows what he wants in life.	You want a man who's good to you, but also knows what he wants.
I was just talking about Faith No More...	I was just talking about faith.	I was referring to Faith No More.	I was just talking about Faith No More.	"I was just talking about the band ""Faith No More""."
Diary of a mad black women it is funny	The Diary of a Mad Black Woman is funny.	Diary of a Mad Black Women is funny.	Diary of a Mad Black Woman is funny so I like it.	"I found ""Diary of a Mad Black Woman"" amusing."
I've got it, it's a tune!!	It is a tune.	It is a tune.	I now realize that it is a tune!	It's a melody!
it sure helps to have a hottie staring in it!	It helps that there is a handsome man as a star in it.	It is helpful to have an attractive person staring into it.	It certainly helps that someone so attractive is starring in it.	It helps to have an attractive star!
i would get about three or four logs.	I would use three or four logs.	I recommend aquiring perhaps three or four logs.	I would grab about three or four logs.	I would obtain between three and four logs.
Lynn, because she is the funniest.	I like Lynn, because she is the funniest.	Lynn, as she is the most comedic.	Lynn is the funniest.	Lynn, because she is the funniest.
no online ringtones are ever free	It is never free to use an online ringtone.	Online ringtones are never free of charge.	Online ringtones are never free.	Online ringtones are never free.
SAW was 10x better than SAW2	SAW was ten times better than SAW2.	SAW was of a much higher quality than SAW2.	The first Saw movie was better then the second.	Saw was far superior to Saw 2.
Yo mama's so stupid, she thought a lawsuit was something you wear to court.	Your mother is rather unintelligent as she believed a lawsuit was something you wear to court.	Your mother is so daft, that she thought a lawsuit was something you wear to court.	Your mother is not very smart. She thought a lawsuit was something you wear to court.	She thought a lawsuit was something you wear to court.
i had milli vanilli & a compilation of air supply songs...LOL!	I had Milli Vanilli and a compilation of Air Supply songs.	I had a compilation of Air Supply songs and Milli Vanilli.	I have Milli Vanilli and a compilation of Air Supply songs.	I had a compilation of air supply songs.
...what about romance, aka chik flik?	"What about a romantic film, in other words, a ""chick flick?"""	What about Romance, as known as Chick Flik	What about a romance movie, also know as chick flicks?	What about a chik flik?
he asks again a little irritated, girl says,nope.	"He asks again, slightlly irritated, until a female replies, ""Nope."""	"He asks again a little irritated and the girl says, ""No""."	He asked again and was a little irritated, and the girl said no.	The girl says nope.
of course she's dumb, her husband doesn't even love her, she's too weak.	Of course, she is not the smartest. Her husband does not even love her because she is weak.	Of course she is dumb, her husband does not even love her, she is too weak.	Naturally, she is unintelligent, her husband does not care for her, and she is too weak.	Of course, she is dumb and she is weak. Her husband does not even love her.
and how good of a president do u think he would be?	How good of a president do you think he would be?	and how good of a president do you think he would be?	How good of a president do you think he would be?	And how good of a president do you think he would be?
i worry when you get to me.	I worry when you get to me.	I worry when you get to me.	I am concerned when you arrive.	When you reach out to me, I worry.
what kind of animation do you do?	What kind of animation do you do?	What kind of animation do you do?	What type of animation do you do?	What type of animating do you do?
I hate RBD too...they are old guys and housewifes dressing like high school kids!	I do not like RBD either; They are older men and housewives dressing as high school students.	"I hate ""RBD"" too...they are old men and housewives dressing like high-school students."	I dislike RBD as well because they are old men and housewives dressing like high school children!	I hate RBD too, they are old guys and housewives dressing like highschool kids!
MAYA'S HUSBAND- DARNELL, BECAUSE HE IS SO CUTE.	Maya's husband Darnell because he is very attractive.	Maya's husband Darnell, because he is adorable.	Darnell, Maya's husband, is attractive.	Maya's husband, Darnell, because he is so cute.
u mean all actors who've ever played superman?	Do you mean all the actors who have ever played the role of Superman?	Do you mean all actors who have ever played Superman?	Do you mean all actors who have ever played Superman?	You mean all the actors who have ever played superman?
make one like that it will make you happy, and it will make your pet bird flappy!	Make one that will make you happy and make your pet bird excited.	"Make one like that, and it will make you happy, and your pet bird ""flappy""!"	Make one similarly that will make you happy, and make your bird flappy!	Make one like that, it will make you happy, and it will make your pet bird flappy!
simple plan of course ya better like em!!!!!!!!!!!!!!	The simple plan of course is that you best like them.	Simple Plan, of course - you should like them.	It is a simple plan, but you better like them!	Simple Plan of course, you better like them!
I really like that song true love ways	"I like that song ""True Love Waits."""	"I enjoy the sogn ""True Love Ways""."	I enjoy the song True Love Ways.	"I enjoy the song, ""True Love Ways."""
I am just glad that gideon guy is gone, he was annoying.	I am just happy that Gideon Guy is gone, he was frustrating.	I am glad the Gideon is gone, he was not pleasant.	I am just glad that Gideon left; he was annoying.	I am glad that Gideon Guy is gone, because he annoyed me.
yeah turned me into a human hose pipe .	It turned me into a human hose pipe.	It turned me into a human hose pipe.	That turned me into a human hose pipe.	Yes, it turned me into a human hose pipe.
Plus Tupac wouldn't go for that ****.	Tupac wouldn't go for that person.	Tupac would not be interested in that.	Tupac would not go for that.	Also, Tupac would not put up with that.
hope it doesn't eat your brain from the inside out	I hope it doesn't eat your brain from the inside, out.	I hope that this does not destroy your brain.	I hope it does not eat your brain from the inside out.	I hope it does not consume your brain from the inside out.
I think he'd be alot more liked if he wasn't so outspoken about politics.	I think that he would be liked a lot more if he were not so outspoken about politics.	I think people would like him more if he didn't talk about politics.	I believe he would be more well-liked if he was not as outspoken about politics.	I think he would be much more liked if he was not so outspoken about politics.
try limewire.com its free, you have to download it.	Try Limewire.com; It is free but you have to download it.	Try Limewire, it is free, you just need to download it.	You might try Limewire.com, a free program which requires a download.	You should try limewire.com's free download.
of course... animal crackers are made to be delicious and cute.	Animal crackers are baked to be delicious and cute.	Most definitely, animal crackers were created to be both cute and delicious.	Of course, animal crackers are meant to taste good and be visually cute.	Animal crackers are delicious and cute.
It's one of my all time favorites!	It's one of my favorites.	It ranks high on my favorites list.	It is one of my favorites.	That is one of my favorites!
doyle brunsen wrote an excellent book if ya havent read it yet.	You might not of read Doyle Brunsen's excellent book yet.	In case you have not been able to read it yet, Doyle Brunsen has written an excellent book.	Doyle Brunsen wrote an excellent book, if you have not read it yet.	If you have not read it, Doyle Brunsen wrote an excellent book.
I don't pick them in the first place.	I didn't get to choose them in the first place.	First of all, I do not choose them.	I do not choose them initially.	I did not pick them in the first place.
I just watched that movie M.C.	I just watched that movie.	I just watched that movie.	I just watched that movie!	I recently viewed the film M.C.
i dont know and didnt see it	I do not know and did not see it.	I do not know and I did not see it.	I don't know; I did not see it.	I do not know and was unaware of it.
it depends on what kind of music u like.if u r into rap check 2pacs letter to my unborn	"It depends on what kind of music you like. If you like rap, you should listen to ""My Unborn"" by 2PAC."	"It depends on what kind of music you like.  If you are into Rap, then check out Tupacs, ""Letter to My Unborn."	"It all depends on what style of music you prefer. If you like rap, Tupac's ""Letter to my Unborn"" is a good choice."	"It depends on what type of music you enjoy; if you enjoy rap, listen to 2Pac's ""Letter to My Unborn."""
thats the stupidest thing I have ever heard.	That is the stupidest thing I have ever heard.	That is the stupidest thing I have ever heard.	That's a very silly idea.	That is unintelligble to me.
lol i know what they're called, udders!	"I know that they are called ""udders."""	I do not know what they are called, udders!	I'm aware of the term, udders!	That's funny, they are called udders!
I want my Cd to play in my car's CD player and in my walkman.	I want to play CDs in my car's CD player and in my walkman.	I want my CD to play in my car CD player and also in my walkman.	My desire is for my CD to function in my vehicle's CD player, and also in my Walkman.	I would like my CD to play in both my car's CD player and in my Walkman.
Yo mama so stupid she sold her car for gasoline money!	Your mother is so stupid she sold her car for gasoline money!	Your mama is so stupid, she sold her car for gas money!	Your mother needs a new car.	Your mother's stupidity is so excessive she sold her car to acquire money for gasoline.
i do i'm a girl and only lesbian pornos turn me on	I am a woman and I enjoy lesbian porn.	I'm a girl, and I find that only lesbian porn appeals to me.	I do; as a female, prefer women loving women.	I do as I am female and only aroused by pornography featuring lesbians.
Don't worry, I got your back!	Do not worry, I support you!	Don't worry, I'm here for you!	Do not be concerned, I am on your team.	Do not worry as I support you.
i'd probably drink up everything in the damn bar to even think of finding u attractive.	I would probably drunk everything in the bar to even find you attractive.	Unfortunately, it would take all the alcohol in the bar for me to think you were attractive.	I would likely need to become highly intoxicated before I found you attractive.	In order to find you attractive, I would have to drink everything in the bar!
srry i didnt c it yet but every 1 else ruiened it 4 me!	Sorry, I did not see it, yet. But, every one else ruined it for me.	I regret I have not seen it, however, the comments by others have ruined it for me.	I apologize; I have not seen it yet, although everyone else told me the details.	Sorry, I did not see it, so everyone else ruined it for me!
A weird question :) I don't like them both, but Salvador Dali is more talented definitely.	This is a strange question; I do not like either of them, however Salvador Dali is certainly more talented.	That is a strange question. I do not like them but I believe that Salvador Dali is definitely more talented.	It was a strange question. I do not like them, but Salvador Daili is talented definitely.	That is a weird question. I do not like them both, but Salvador Dali is more talented.
yes, and how did u get the beans above the frank?	Yes. Can I ask how you put the beans on top of the frank?	Yes, how did you get the beans above the frank?	Yes - and how did you get the beans above the frank?	Yes, how did you get the beans above the frank?
I guess they can't eat gummi bears either.	I assume they can not eat Gummi Bears as well.	I suppose they cannot eat gummy bears, either.	I suppose they cannot eat gummi bears, either.	I guess they cannot eat gummi bears either.
people should not be afraid of thier government, government should be afraid of thier people.....	Citizens should not have to feel afraid of the governement. The government should be afraid of the reactions of citizens if it is in the wrong.	People should not be afraid of their government. Government should be afraid of their people.	People should not fear their government. The government should fear the people.	People should not be afraid of their government.  Government should be afraid of their people.
They just want to express what they like and making a banging tune  :)	They are simply interested in expressing themselves, and creating a lively tune.	They want to express what they like and make a great song.	"They just want to express what they like and make a ""banging"" tune."	They want to express what they like by making a banging tune.
I would not want a funeral party thrown for me  Thanks anyway!!!	Thank you for the thought, but I would not desire to have a funeral party in my honor.	I would not want a funeral party thrown for me, thank you anyway.	I would not want a funeral party thrown for me. Thank you all the same.	Thank you, but I do not want a funeral party thrown for me.
there was a brunette team and a blonde team.	The teams included a brunette team and a blonde team.	There were two teams- a brunette, and a blonde.	There was one brunette team and one blonde team.	There were two teams: the brunettes and blondes.
(not to be mean, just lettin you know) :)	I do not intend to be mean, I am merely informing you.	I am not trying to be mean.	I am not trying to be rude, I just want you to know.	I do not intend to be mean, I am simply informing you.
She's as trampy as the others!	"She has the same amount of undesirable ""tramp"" characteristics as the others."	She is just like the others.	She is not morally right.	"She is not so ""innocent."""
Cheech and Chong's Up In Smoke	"Cheech and Chong created ""Up In Smoke."""	The movie is Cheeh and Chongs 'Up In Smoke.'	The movie Cheech and Chong's Up In Smoke.	"I like Cheech and Chong's ""Up In Smoke."""
i have too many ,but maroon 5 and life house are my favorites absolute , and the all songs	I have too many. However, 'Maroon 5' and 'Lifehouse' are my absolute favorites, including all their songs.	I have many but Maroon 5 and Life House are my favorites, I like all the songs.	I have too many to count, but Maroon 5 and Life House are my favorites.	I have many, but Maroon Five and Life House are my all time favorites.
i love his music, its sad that ppl accuse him of molesting children	I am a fan of his music. It is sad that people accuse him of molesting children.	I love his music, It's sad that people accuse him of molesting children.	I love his music and think that it is sad that people accused him of molesting children.	I enjoy his music. It's terrible that he's accused of molestation.
You Love THEIR SONG which JUST SO HAPPENS to be THEIR MOST POPULAR.	You like the song which just so happens to their most popular.	You love their song, which just so happens to be their most popular.	You will love their song, which just do happens to be their most popular.	You're favorite song, happens to be their most popular.
Kinda sad, cuz I grew up with one.	It is a bit sad, since I grew up with one.	Kind of sad because I grew up with one.	That is a bit sad because I grew up with one.	It's depressing, I grew up with them.
eww....once again....eww.....if you want to see a hot guy look up ville valo or bam margera....	I do not find this attractive and recommend you research Ville Valo or Bam Margera to view a physically attractive man.	That is unsavory. If you want to view an attractive man, search Ville Valo or Bam Margera.	I would have to say that I find repulsive. My personal opinion of a really attractive man would be Ville Valo or Bam Margera.	Again, look up Ville Valo or Bam Margera if you want to see a concupiscent guy.
I've worked on yachts for the past 30 years & met lots of celebs.	I have worked with yachts for 30 years and I have encountered many celebrities.	I have worked on yachts for the past thirty years and have met many celebrities.	I have been employed on yachts for the past thirty years. I have met many celebrities during that time.	I have met a lot of celebrities while working on yachts for the past 30 years.
Mine would be Milli Vanilli and Vanilla Ice and Snow - YIKES!!	My choices would be Milli Vanillie, Vanilla Ice, and Snow.	I would choose Milli Vanilli and Vanilla Ice and Snow.	My choices would be Milli Vanilli, Vanilla Ice, and Snow. Yikes.	My answer would be Milli Vanilli, Vanilla Ice, and Snow.
Said, If you're gonna play the game, boy, ya gotta learn to play it right.	If you are going to play the game you must learn to play correctly.	If you are going to play this game, then you have to learn to play it right.	I was told that if I wanted to play the game, I needed to play it correctly.	"I said,  ""If you are going to play the game, boy, you better learn how to play it right."
Now there's hundreds of thousands of guys out there dreaming up a chance to date her.	Now, there are hundreds of thousands of males in existence dreaming of an opportunity to date her.	Now there are many men dreaming of going on a date with her.	Now there are many men who would like the chance to take her out.	Now, there are hundreds of thousands of men dreaming up a chance to date her.
rabbit feet only work on ppl, not the rabbit they came from	Rabbit feet only are effective for people, not the rabbit they stemmed from.	Rabbit feet are only effective on people, not the rabbits from which they come.	Rabbits fees are only effective for people, not the rabbits from which they come.	Rabbit feet only work on people, not the rabbit they were removed from.
techno it just grabs your spinal chord and makes it dance	Techno simply grasps ahold of your spinal cord and forces it to dance.	Techno, because it seems to grab one's spinal cord and make it dance.	Techno penetrates your being and makes you want to dance.	Techno - it feels as though it grabs your spinal cord and makes it dance.
This is sooo funny, it has perverted humor to it.	This is rather humorous, but it has perverted humor.	This is hilarious, it has depraved humor to it.	The is very funny, but in a sick vein.	This is so funny; it has perverted humor to it.
it is totally a chick show.	It is a completely feminine show.	It is a feminine show.	This is a show for a female audience.	"It is very much a ""chick"" show."
i also used to work in goverment.	I also onced worked in government.	As well, I worked in the government.	I used to work for the government.	I used to work for the government.
One guy says to me 'So, where's the fox from Mystic Pizza?'	"One male asks me, ""So, where is the fox from Mystic Pizza?"""	"One man stated, ""Where's the beauty from Mystic Pizza?""."	"The guy asked me where the fox from ""Mystic Pizza"" was."	Someone asked me where the fox from Mystic Pizza is.
If she's got a cane, then you can run and not worry about her catching you!!	If she has a cane, then you can run and not be concerned with her catching you.	If she uses a cane, then you need not worry about her catching you.	If she has a cane, she will most likely not be able to catch up with you.	If she uses a cane, you can run and she will not be able to catch you.
I still am and aaliyah was a good singer i miss them both	I still am, and Aaliyah was a good singer; I miss them both.	They were both great singers, I miss them.	I miss Aaliyah, she was a great singer.	Aaliyah was a good singer and I miss her.
Yo mama's so stupid, she thought Chubby Checkers was a game for fat people.	Your mother is rather unintelligent, she believed Chuby Checkers was an event for obese people.	You're mother thought Chubby Checkers was a game.	Your mother is not smart. She thought that Chubby Checker was a game for fat people.	Your mom thought Chubby Checkers was a game for over weight people.
yea we are trying ourselves to be a happy.	We are trying to be happy.	Yes we are trying to make ourselves happy.	We are trying to be happy.	We're trying to be happy as well.
Bit by bit.....you win my love.	You win my love, little by little.	Bit by bit you win my love.	You will win my love bit by bit.	Little by little, you'll win my love.
ive never heard of it sorry!	I apologize, I have never heard of it.	I apologize, I have never heard if it.	I'm sorry, I've never heard of it.	I have never heard of it, sorry.
STEELERS WHEELS, SEE THE MOVIE RESERVOIR DOGS LOL!	Watch the movie Resevoir Dogs.	"Steelers Wheels, you should see the movie, ""Reservoir Dogs""."	You should see the move Reservoir Dogs.	You definitely need to watch the movie Reservoir Dogs.
I would have to say White Chicks and Dumb and Dumber	"I would have to say ""White Chicks"" and ""Dumb and Dumber""."	I would have to say my two favorite comedies are White Chicks and Dumb and Dumber.	"I feel I must say ""White Chicks"" and ""Dumb and Dumber."""	I would have to say White Chicks and also Dumb and Dumber.
Hey that would be a good cartoon for Gary Larson...two pigs laying in bed watching Deliverance.	"Two pigs lying in bed watching ""Deliverance"" would be a good cartoon for Gary Larson."	A good cartoon for Gary Larson would be two pigs in bed watching Deliverance.	"That would be a good cartoon for Gary Larson: two pigs lying in bed, watching ""Deliverance."""	That would be a good cartoon for Gary Larson...two pigs lying in bed watching Deliverance.
Jerry Springer b/c David letterman is a pu$$y LOL	Jerry Springer because David Letterman is too afraid.	I prefer Jerry Springer over David Letterman.	I choose Jerry Springer, because David Letterman is weak.	Jerry Springer, because David Letterman is effeminate.
No Paris or Mandisa will win i'm sure	No, I am sure that Paris or Mandisa will win.	Paris or Mandisa will win.	No; Paris or Mandisa will win, I am sure.	No, I'm sure that Paris or Mandisa will win
Thank u. i'm bi 2, so thats y i asked.	Thank you; I am also bisexual so that is why I asked.	Thank you. I am bisexual, so that is why I asked.	Thank you. I am also bisexual, which is why I asked.	Thank you, am bi-sexual also, that is the reason I asked.
The Rock for hot steamy sex!	The choice would be The Rock for passionate romance.	The Rock would be an incredible partner.	The Rock is appealing in the sense of an intense sexual experience.	I would choose The Rock for hot, steamy sex.
cause you met them on the way, but that doesnt mean that they went with you.	And just because you met them during your travel, does not signify they traveled with you.	You met them on the way, that doesn't mean they followed you.	You became acquainted with them on the journey, although it is not equivalent to traveling with you.	Because you met them on the way, but that does not mean that they went with you.
Yeah sometimes when I need alot of help.	Yes, when I do need quite a bit of assistance.	Sometimes I need a lot of help.	Yes, during times when I require a significant amount of help.	Yes - sometimes, when I need a great deal of help.
must be mp3 and able to play on i tunes	Two requirements are that it must be an mp3, and be able to be played on itunes.	It has to be an mp3, so I can play it on iTunes.	It must be in MP3 format and able to be played on iTunes.	It must be an MP3 and able to play on iTunes.
Perfect Man Knows who I am and approves	The perfect man knows who I am and approves.	Perfect Man knows who I am and approves.	A perfect man knows whom I am and approves.	The Perfect Man Knows who I am and approves.
